available,available_for_checkin,date,max_nights,min_nights,listing_id,local_price,local_currency,month,ts
True,True,2018-08-19,1125,2,22880935,164,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-20,1125,2,22880935,106,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-21,1125,2,22880935,81,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-22,1125,2,22880935,63,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-23,1125,2,22880935,114,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-24,1125,2,22880935,227,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-25,1125,2,22880935,256,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-26,1125,2,22880935,117,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-27,1125,2,22880935,112,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-28,1125,2,22880935,96,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-29,1125,2,22880935,96,USD,2018-08,2018-08-24 23:14:47.038061
True,True,2018-08-30,1125,2,22880935,114,USD,2018-08,2018-08-24 23:14:47.038061
True,False,2018-08-31,1125,2,22880935,188,USD,2018-08,2018-08-24 23:14:47.038061
False,False,2018-09-01,1125,2,22880935,259,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-02,1125,2,22880935,154,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-03,1125,2,22880935,74,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-04,1125,2,22880935,90,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-05,1125,2,22880935,90,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-06,1125,2,22880935,159,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-07,1125,2,22880935,272,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-08,1125,2,22880935,419,USD,2018-09,2018-08-24 23:14:47.038061
True,False,2018-09-09,1125,2,22880935,303,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-10,1125,2,22880935,329,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-11,1125,2,22880935,299,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-12,1125,2,22880935,289,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-13,1125,2,22880935,299,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-14,1125,2,22880935,501,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-15,1125,2,22880935,447,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-16,1125,2,22880935,228,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-17,1125,2,22880935,185,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-18,1125,2,22880935,176,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-19,1125,2,22880935,176,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-20,1125,2,22880935,203,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-21,1125,2,22880935,278,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-22,1125,2,22880935,329,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-23,1125,2,22880935,219,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-24,1125,2,22880935,176,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-25,1125,2,22880935,176,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-26,1125,2,22880935,176,USD,2018-09,2018-08-24 23:14:47.038061
True,False,2018-09-27,1125,2,22880935,211,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-28,1125,2,22880935,337,USD,2018-09,2018-08-24 23:14:47.038061
False,False,2018-09-29,1125,2,22880935,375,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-09-30,1125,2,22880935,234,USD,2018-09,2018-08-24 23:14:47.038061
True,True,2018-10-01,1125,2,22880935,262,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-02,1125,2,22880935,309,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-03,1125,2,22880935,422,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-04,1125,2,22880935,617,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-05,1125,2,22880935,828,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-06,1125,2,22880935,726,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-07,1125,2,22880935,530,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-08,1125,2,22880935,260,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-09,1125,2,22880935,229,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-10,1125,2,22880935,209,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-11,1125,2,22880935,209,USD,2018-10,2018-08-24 23:14:47.038061
True,True,2018-10-12,1125,2,22880935,299,USD,2018-10,2018-08-24 23:14:47.038061
True,False,2018-10-13,1125,2,22880935,329,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-14,1125,2,22880935,209,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-15,1125,2,22880935,199,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-16,1125,2,22880935,209,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-17,1125,2,22880935,209,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-18,1125,2,22880935,229,USD,2018-10,2018-08-24 23:14:47.038061
False,False,2018-10-19,1125,2,22880935,329,USD,2018-10,2018-08-24 23:14:47.038061
