month,listing_id,price_nightly,price_monthly,days_included,ts,monthly_price_factor
2019-01,23232956,160.6,803,5,2018-08-24 23:14:47.320926,
2019-01,23546141,338.4,1692,5,2018-08-24 23:14:47.320926,
2019-01,23702074,177.0,885,5,2018-08-24 23:14:47.320926,1.0
2019-01,23713405,172.0,860,5,2018-08-24 23:14:47.320926,1.0
2019-01,23714684,180.0,900,5,2018-08-24 23:14:47.320926,1.0
2019-01,23764791,190.0,950,5,2018-08-24 23:14:47.320926,
2019-01,23874025,158.0,790,5,2018-08-24 23:14:47.320926,1.0
2019-01,23875602,158.0,790,5,2018-08-24 23:14:47.320926,1.0
2019-01,23930139,187.0,935,5,2018-08-24 23:14:47.320926,
2019-01,24182769,152.0,760,5,2018-08-24 23:14:47.320926,
2019-01,24751022,157.0,785,5,2018-08-24 23:14:47.320926,1.0
2019-01,25922026,145.0,725,5,2018-08-24 23:14:47.320926,1.0
2019-01,26056411,775.0,3875,5,2018-08-24 23:14:47.320926,
